external_id,display_name,description,address,latitude,longitude,opening_hours_text,opening_hours_json,source,source_url,is_active,created_at,updated_at
greatlist-msk-restaurant-39-trattoriapizzeria,+39 Trattoria&Pizzeria,"Элегантная траттория и пиццерия на Новой Басманной ул., 23а, стр. 4 Классическая кухня с отличной неаполитанской пиццей, домашней пастой, супами и прекрасными десертами.","Новая Басманная ул., 23А, стр. 4",55.769898,37.661751,Пн-Пт 08:00-00:00 Сб-Вс 10:00-00:00,"{""timezone"":""Europe/Moscow"",""weekly"":{""mon"":[{""from"":""08:00"",""to"":""00:00"",""next_day"":true}],""tue"":[{""from"":""08:00"",""to"":""00:00"",""next_day"":true}],""wed"":[{""from"":""08:00"",""to"":""00:00"",""next_day"":true}],""thu"":[{""from"":""08:00"",""to"":""00:00"",""next_day"":true}],""fri"":[{""from"":""08:00"",""to"":""00:00"",""next_day"":true}],""sat"":[{""from"":""10:00"",""to"":""00:00"",""next_day"":true}],""sun"":[{""from"":""10:00"",""to"":""00:00"",""next_day"":true}]}}",greatlist,https://greatlist.ru/msk/restaurant/39-trattoriapizzeria/,true,2026-05-24T00:00:00Z,2026-05-24T00:00:00Z
greatlist-msk-restaurant-saray,Saray,"Ресторан авторской кухни в Гранатном пер., 19, где мясо, рыбу, морепродукты и овощи готовят на открытом огне — на углях, в печи или тандыре. Плюс креативные завтраки и специальное ночное меню.","Гранатный пер., 19",55.759861,37.587380,Пн-Чт 08:00–00:00; Пт 08:00–02:00; Сб 09:00–00:00; Вс 09:00–02:00,"{""timezone"":""Europe/Moscow"",""weekly"":{""mon"":[{""from"":""08:00"",""to"":""00:00"",""next_day"":true}],""tue"":[{""from"":""08:00"",""to"":""00:00"",""next_day"":true}],""wed"":[{""from"":""08:00"",""to"":""00:00"",""next_day"":true}],""thu"":[{""from"":""08:00"",""to"":""00:00"",""next_day"":true}],""fri"":[{""from"":""08:00"",""to"":""02:00"",""next_day"":true}],""sat"":[{""from"":""09:00"",""to"":""00:00"",""next_day"":true}],""sun"":[{""from"":""09:00"",""to"":""02:00"",""next_day"":true}]}}",greatlist,https://greatlist.ru/msk/restaurant/saray/,true,2026-05-24T00:00:00Z,2026-05-24T00:00:00Z
greatlist-msk-restaurant-dr-zhivago,Dr. Живаго,"Ресторан для торжеств и любого типа будней, открытый Александром Раппопортом много лет назад на первом этаже «Националя». Идеологи проекта называют его романом о русской кухне, на самом же деле кухня тут и русская, и советская, и нынешняя, впитавшая в себя много чего. Так,…","ул. Моховая д.15, в здании Гостиницы",55.756730,37.614156,"Ежедневно круглосуточно По субботам, воскресеньям и понедельникам ресторан закрыт на технический перерыв с 5.00 до 7.00 С воскресенья на понедельник кухня ресторана работает до 03.00","{""timezone"":""Europe/Moscow"",""weekly"":{""mon"":[{""from"":""00:00"",""to"":""00:00"",""next_day"":true}],""tue"":[{""from"":""00:00"",""to"":""00:00"",""next_day"":true}],""wed"":[{""from"":""00:00"",""to"":""00:00"",""next_day"":true}],""thu"":[{""from"":""00:00"",""to"":""00:00"",""next_day"":true}],""fri"":[{""from"":""00:00"",""to"":""00:00"",""next_day"":true}],""sat"":[{""from"":""00:00"",""to"":""00:00"",""next_day"":true}],""sun"":[{""from"":""00:00"",""to"":""00:00"",""next_day"":true}]}}",greatlist,https://greatlist.ru/msk/restaurant/dr-zhivago/,true,2026-05-24T00:00:00Z,2026-05-24T00:00:00Z
greatlist-msk-restaurant-kappo-hiroki-arakava,Каппо Хироки Аракава,"Редкий для Москвы ресторан азиатской кухни с омакасэ-баром на ул. Охотный Ряд, 2 Тритематических сета (кайсэки, с суши и с говядиной вагю) и огромное классическое меню à lacarte.","ул. Охотный Ряд, 2",55.757076,37.616435,Ежедневно 10:00–22:00,"{""timezone"":""Europe/Moscow"",""weekly"":{""mon"":[{""from"":""10:00"",""to"":""22:00"",""next_day"":false}],""tue"":[{""from"":""10:00"",""to"":""22:00"",""next_day"":false}],""wed"":[{""from"":""10:00"",""to"":""22:00"",""next_day"":false}],""thu"":[{""from"":""10:00"",""to"":""22:00"",""next_day"":false}],""fri"":[{""from"":""10:00"",""to"":""22:00"",""next_day"":false}],""sat"":[{""from"":""10:00"",""to"":""22:00"",""next_day"":false}],""sun"":[{""from"":""10:00"",""to"":""22:00"",""next_day"":false}]}}",greatlist,https://greatlist.ru/msk/restaurant/kappo-hiroki-arakava/,true,2026-05-24T00:00:00Z,2026-05-24T00:00:00Z
greatlist-msk-restaurant-beluga,Белуга,"Ресторан для гурманов и важная туристическая достопримечательность. Пышный интерьер, вид на Кремль, икра, пельмени с копченой щукой и прочие русские специалитеты на Моховойул., 15/1, стр. 1","Моховая ул., 15/1, эт. 2, отель",55.75659525698698,37.613961570520445,Ежедневно 12:00–00:00,"{""timezone"":""Europe/Moscow"",""weekly"":{""mon"":[{""from"":""12:00"",""to"":""00:00"",""next_day"":true}],""tue"":[{""from"":""12:00"",""to"":""00:00"",""next_day"":true}],""wed"":[{""from"":""12:00"",""to"":""00:00"",""next_day"":true}],""thu"":[{""from"":""12:00"",""to"":""00:00"",""next_day"":true}],""fri"":[{""from"":""12:00"",""to"":""00:00"",""next_day"":true}],""sat"":[{""from"":""12:00"",""to"":""00:00"",""next_day"":true}],""sun"":[{""from"":""12:00"",""to"":""00:00"",""next_day"":true}]}}",greatlist,https://greatlist.ru/msk/restaurant/beluga/,true,2026-05-24T00:00:00Z,2026-05-24T00:00:00Z
greatlist-msk-restaurant-insider-bar,Insider Bar,"Бар и лаборатория по изготовлению дистиллятов в футуристическом интерьере на ул.Сретенка, 22/1, стр. 1 Один из самых успешных московских стартов за последние годы. Бронирование обязательно.","ул. Сретенка, 22/1с1",55.769504,37.632638,Чт-Сб 19:00-03:00,"{""timezone"":""Europe/Moscow"",""weekly"":{""thu"":[{""from"":""19:00"",""to"":""03:00"",""next_day"":true}],""fri"":[{""from"":""19:00"",""to"":""03:00"",""next_day"":true}],""sat"":[{""from"":""19:00"",""to"":""03:00"",""next_day"":true}]}}",greatlist,https://greatlist.ru/msk/restaurant/insider-bar/,true,2026-05-24T00:00:00Z,2026-05-24T00:00:00Z
greatlist-msk-restaurant-onest,Onest,"Файн-дайнинг итальянской кухни в минималистичном интерьере на Малой Бронной ул., 8,стр. 1 В меню — средиземноморская классика в небанальной подаче и чуть-чуть экспериментов с русскими вкусами.","Малая Бронная ул., 8, стр. 1",55.760342,37.596965,Ежедневно 12:00–00:00,"{""timezone"":""Europe/Moscow"",""weekly"":{""mon"":[{""from"":""12:00"",""to"":""00:00"",""next_day"":true}],""tue"":[{""from"":""12:00"",""to"":""00:00"",""next_day"":true}],""wed"":[{""from"":""12:00"",""to"":""00:00"",""next_day"":true}],""thu"":[{""from"":""12:00"",""to"":""00:00"",""next_day"":true}],""fri"":[{""from"":""12:00"",""to"":""00:00"",""next_day"":true}],""sat"":[{""from"":""12:00"",""to"":""00:00"",""next_day"":true}],""sun"":[{""from"":""12:00"",""to"":""00:00"",""next_day"":true}]}}",greatlist,https://greatlist.ru/msk/restaurant/onest/,true,2026-05-24T00:00:00Z,2026-05-24T00:00:00Z
greatlist-msk-restaurant-magnum-wine-bar,Magnum Wine Bar,"Живописный винный бар с отличной едой на Лесной ул., 5, стр. Б. Большая винная карта, вменю — лионский луковый суп, бургундские улитки, баскский чизкейк и прочая европейская классика.","Лесная ул., 5, стр. Б",55.77827097498399,37.58734278888173,Ежедневно 12:00–00:00,"{""timezone"":""Europe/Moscow"",""weekly"":{""mon"":[{""from"":""12:00"",""to"":""00:00"",""next_day"":true}],""tue"":[{""from"":""12:00"",""to"":""00:00"",""next_day"":true}],""wed"":[{""from"":""12:00"",""to"":""00:00"",""next_day"":true}],""thu"":[{""from"":""12:00"",""to"":""00:00"",""next_day"":true}],""fri"":[{""from"":""12:00"",""to"":""00:00"",""next_day"":true}],""sat"":[{""from"":""12:00"",""to"":""00:00"",""next_day"":true}],""sun"":[{""from"":""12:00"",""to"":""00:00"",""next_day"":true}]}}",greatlist,https://greatlist.ru/msk/restaurant/magnum-wine-bar/,true,2026-05-24T00:00:00Z,2026-05-24T00:00:00Z
greatlist-msk-restaurant-cantinetta-antinori,Cantinetta Antinori,"Пышная итальянская траттория в Денежном пер., 20 За кухню отвечает итальянец Мауро Панебьянко, меню сфокусировано на тосканской, пьемонтской и прочей вневременной классике.","Денежный пер., 20",55.745383,37.586595,Ежедневно 12:00–00:00,"{""timezone"":""Europe/Moscow"",""weekly"":{""mon"":[{""from"":""12:00"",""to"":""00:00"",""next_day"":true}],""tue"":[{""from"":""12:00"",""to"":""00:00"",""next_day"":true}],""wed"":[{""from"":""12:00"",""to"":""00:00"",""next_day"":true}],""thu"":[{""from"":""12:00"",""to"":""00:00"",""next_day"":true}],""fri"":[{""from"":""12:00"",""to"":""00:00"",""next_day"":true}],""sat"":[{""from"":""12:00"",""to"":""00:00"",""next_day"":true}],""sun"":[{""from"":""12:00"",""to"":""00:00"",""next_day"":true}]}}",greatlist,https://greatlist.ru/msk/restaurant/cantinetta-antinori/,true,2026-05-24T00:00:00Z,2026-05-24T00:00:00Z
greatlist-msk-restaurant-christian,Christian,"Жизнерадостная итальянская таверна в центре Москвы по адресу: Кутузовский просп., 2/1,стр. 1а. Авторская кухня тосканца Кристиана Лоренцини, в меню — идеальный баланс классики и экспериментальных блюд.","Кутузовский просп., 2/1 стр.1А",55.750813532721814,37.56521109310985,Пн-Пт 09:00–00:00 Сб 10:00–00:00 Вс 11:00–00:00,"{""timezone"":""Europe/Moscow"",""weekly"":{""mon"":[{""from"":""09:00"",""to"":""00:00"",""next_day"":true}],""tue"":[{""from"":""09:00"",""to"":""00:00"",""next_day"":true}],""wed"":[{""from"":""09:00"",""to"":""00:00"",""next_day"":true}],""thu"":[{""from"":""09:00"",""to"":""00:00"",""next_day"":true}],""fri"":[{""from"":""09:00"",""to"":""00:00"",""next_day"":true}],""sat"":[{""from"":""10:00"",""to"":""00:00"",""next_day"":true}],""sun"":[{""from"":""11:00"",""to"":""00:00"",""next_day"":true}]}}",greatlist,https://greatlist.ru/msk/restaurant/christian/,true,2026-05-24T00:00:00Z,2026-05-24T00:00:00Z
greatlist-msk-restaurant-vadvare,Vadvare,"Харизматичное кафе, пекарня и ресторан сицилийца Николы Мавика на ул. Ефремова, 10,стр. 1, корп. 4/7. Классическая городская бистрономия с семейной атмосферой и серьезной итальянско-европейской кухней.","ул. Ефремова, 10с1к4/7",55.725801,37.573335,Ежедневно 08:00–22:00,"{""timezone"":""Europe/Moscow"",""weekly"":{""mon"":[{""from"":""08:00"",""to"":""22:00"",""next_day"":false}],""tue"":[{""from"":""08:00"",""to"":""22:00"",""next_day"":false}],""wed"":[{""from"":""08:00"",""to"":""22:00"",""next_day"":false}],""thu"":[{""from"":""08:00"",""to"":""22:00"",""next_day"":false}],""fri"":[{""from"":""08:00"",""to"":""22:00"",""next_day"":false}],""sat"":[{""from"":""08:00"",""to"":""22:00"",""next_day"":false}],""sun"":[{""from"":""08:00"",""to"":""22:00"",""next_day"":false}]}}",greatlist,https://greatlist.ru/msk/restaurant/vadvare/,true,2026-05-24T00:00:00Z,2026-05-24T00:00:00Z
greatlist-msk-restaurant-bjorn,Björn,"Нордик на Пятницкой ул., 3/4, стр. 1 Один из лучших ресторанов северной кухни в Москве, сфокусированный на региональных продуктах. В меню — карельская форель, тартар из оленя, сморчки и черные лисички.","Пятницкая ул., 3/4с1",55.745806601652326,37.626814492742255,Ежедневно 12:00–00:00,"{""timezone"":""Europe/Moscow"",""weekly"":{""mon"":[{""from"":""12:00"",""to"":""00:00"",""next_day"":true}],""tue"":[{""from"":""12:00"",""to"":""00:00"",""next_day"":true}],""wed"":[{""from"":""12:00"",""to"":""00:00"",""next_day"":true}],""thu"":[{""from"":""12:00"",""to"":""00:00"",""next_day"":true}],""fri"":[{""from"":""12:00"",""to"":""00:00"",""next_day"":true}],""sat"":[{""from"":""12:00"",""to"":""00:00"",""next_day"":true}],""sun"":[{""from"":""12:00"",""to"":""00:00"",""next_day"":true}]}}",greatlist,https://greatlist.ru/msk/restaurant/bjorn/,true,2026-05-24T00:00:00Z,2026-05-24T00:00:00Z
greatlist-msk-restaurant-sibirsibir,#СибирьСибирь,"Концептуальный ресторан региональной русской кухни с оригинальным интерьером на Смоленской ул., 8 Сибирские специалитеты (муксун, омуль, оленина, алтайские травы),домашние морсы и сбитни.","Смоленская улица, 8",55.746117486352546,37.58011477107609,Вс-Чт 09:00-00:00 Пт-Сб 09:00-01:00,"{""timezone"":""Europe/Moscow"",""weekly"":{""sun"":[{""from"":""09:00"",""to"":""00:00"",""next_day"":true}],""mon"":[{""from"":""09:00"",""to"":""00:00"",""next_day"":true}],""tue"":[{""from"":""09:00"",""to"":""00:00"",""next_day"":true}],""wed"":[{""from"":""09:00"",""to"":""00:00"",""next_day"":true}],""thu"":[{""from"":""09:00"",""to"":""00:00"",""next_day"":true}],""fri"":[{""from"":""09:00"",""to"":""01:00"",""next_day"":true}],""sat"":[{""from"":""09:00"",""to"":""01:00"",""next_day"":true}]}}",greatlist,https://greatlist.ru/msk/restaurant/sibirsibir/,true,2026-05-24T00:00:00Z,2026-05-24T00:00:00Z
greatlist-msk-restaurant-ima,IMA,"Серьезный японский ресторан Аркадия Новикова, открытый им в неожиданном месте — посреди парка «Зарядье», где, казалось бы, обитает не самая искушенная публика. И тем интереснее, что получилось. Внутри три открытые кухни, столы для chef’s table, приглушенный свет, камень и…","ул. Варварка, 14",55.752521,37.632312,Вс-Чт: 12:00-23:00 Пт-Сб: 12:00-00:00,"{""timezone"":""Europe/Moscow"",""weekly"":{""sun"":[{""from"":""12:00"",""to"":""23:00"",""next_day"":false}],""mon"":[{""from"":""12:00"",""to"":""23:00"",""next_day"":false}],""tue"":[{""from"":""12:00"",""to"":""23:00"",""next_day"":false}],""wed"":[{""from"":""12:00"",""to"":""23:00"",""next_day"":false}],""thu"":[{""from"":""12:00"",""to"":""23:00"",""next_day"":false}],""fri"":[{""from"":""12:00"",""to"":""00:00"",""next_day"":true}],""sat"":[{""from"":""12:00"",""to"":""00:00"",""next_day"":true}]}}",greatlist,https://greatlist.ru/msk/restaurant/ima/,true,2026-05-24T00:00:00Z,2026-05-24T00:00:00Z
greatlist-msk-restaurant-semifreddo,Semifreddo,"Итальянский ресторан, блестящий проект итальянца Нино Грациано на ул. Тимура Фрунзе,11, стр. 55 В меню — сицилийская классика, приготовленная по семейным рецептам бренд-шефа.","ул. Тимура Фрунзе, 11, стр. 55",55.73507351562194,37.58671668703532,Ежедневно 12:00–23:00,"{""timezone"":""Europe/Moscow"",""weekly"":{""mon"":[{""from"":""12:00"",""to"":""23:00"",""next_day"":false}],""tue"":[{""from"":""12:00"",""to"":""23:00"",""next_day"":false}],""wed"":[{""from"":""12:00"",""to"":""23:00"",""next_day"":false}],""thu"":[{""from"":""12:00"",""to"":""23:00"",""next_day"":false}],""fri"":[{""from"":""12:00"",""to"":""23:00"",""next_day"":false}],""sat"":[{""from"":""12:00"",""to"":""23:00"",""next_day"":false}],""sun"":[{""from"":""12:00"",""to"":""23:00"",""next_day"":false}]}}",greatlist,https://greatlist.ru/msk/restaurant/semifreddo/,true,2026-05-24T00:00:00Z,2026-05-24T00:00:00Z
greatlist-msk-restaurant-centrale-bistro,Centrale Bistro by Evgeny Vikentev,"Небольшое бистро в переулках Тверской, придуманное и запущенное Евгением Викентьевым. Категоричный минимализм в интерьере, коротенькое, часто обновляемое меню, и в противовес этой лаконичности — меню с длинным сторителлингом, перевернутое наизнанку вителло-тоннато с ломтиком…","Вознесенский переулок, 16/4",55.759414,37.605804,Ежедневно 12:00–23:00,"{""timezone"":""Europe/Moscow"",""weekly"":{""mon"":[{""from"":""12:00"",""to"":""23:00"",""next_day"":false}],""tue"":[{""from"":""12:00"",""to"":""23:00"",""next_day"":false}],""wed"":[{""from"":""12:00"",""to"":""23:00"",""next_day"":false}],""thu"":[{""from"":""12:00"",""to"":""23:00"",""next_day"":false}],""fri"":[{""from"":""12:00"",""to"":""23:00"",""next_day"":false}],""sat"":[{""from"":""12:00"",""to"":""23:00"",""next_day"":false}],""sun"":[{""from"":""12:00"",""to"":""23:00"",""next_day"":false}]}}",greatlist,https://greatlist.ru/msk/restaurant/centrale-bistro/,true,2026-05-24T00:00:00Z,2026-05-24T00:00:00Z
greatlist-msk-restaurant-delicatessen,Delicatessen,"Бар-ресторан и культурная достопримечательность Москвы в атмосферном подвале на Садовой-Каретной ул., 20, стр. 2 Проект, прославивший внежанровый кулинарный стиль бренд-шефа Ивана Шишкина.","Садовая-Каретная ул., 20, стр. 2",55.7726658875478,37.610831280542804,"Вт-Чт 12:00–00:00; Пт, Сб 12:00–02:00","{""timezone"":""Europe/Moscow"",""weekly"":{""tue"":[{""from"":""12:00"",""to"":""00:00"",""next_day"":true}],""wed"":[{""from"":""12:00"",""to"":""00:00"",""next_day"":true}],""thu"":[{""from"":""12:00"",""to"":""00:00"",""next_day"":true}],""fri"":[{""from"":""12:00"",""to"":""02:00"",""next_day"":true}]}}",greatlist,https://greatlist.ru/msk/restaurant/delicatessen/,true,2026-05-24T00:00:00Z,2026-05-24T00:00:00Z
greatlist-msk-restaurant-bottega-siciliana,La Bottega Siciliana,"Ресторан, пиццерия и кондитерская на первом этаже ТГ «Модный сезон» на ул. Охотный Ряд, 2 Второй московский проект сицилийца Нино Грациано, виртуоза южно-итальянской классической кухни.","ул. Охотный Ряд, 2",55.756922233452315,37.61758335808641,Ежедневно 10:00–00:00,"{""timezone"":""Europe/Moscow"",""weekly"":{""mon"":[{""from"":""10:00"",""to"":""00:00"",""next_day"":true}],""tue"":[{""from"":""10:00"",""to"":""00:00"",""next_day"":true}],""wed"":[{""from"":""10:00"",""to"":""00:00"",""next_day"":true}],""thu"":[{""from"":""10:00"",""to"":""00:00"",""next_day"":true}],""fri"":[{""from"":""10:00"",""to"":""00:00"",""next_day"":true}],""sat"":[{""from"":""10:00"",""to"":""00:00"",""next_day"":true}],""sun"":[{""from"":""10:00"",""to"":""00:00"",""next_day"":true}]}}",greatlist,https://greatlist.ru/msk/restaurant/bottega-siciliana/,true,2026-05-24T00:00:00Z,2026-05-24T00:00:00Z
greatlist-msk-restaurant-gvidon,Гвидон,"Рыбный ресторан на Большой Никитской ул., 5 Интерьер-иллюстрация с хрустальными люстрами, русалками и ледниками с рыбой и морепродуктами. Меню блестящего шефа Анатолия Казакова.","Большая Никитская ул., 5",55.755420,37.608636,"Вс-Чт 12:00-00:00 Пт, Сб 12:00-02:00","{""timezone"":""Europe/Moscow"",""weekly"":{""sun"":[{""from"":""12:00"",""to"":""00:00"",""next_day"":true}],""mon"":[{""from"":""12:00"",""to"":""00:00"",""next_day"":true}],""tue"":[{""from"":""12:00"",""to"":""00:00"",""next_day"":true}],""wed"":[{""from"":""12:00"",""to"":""00:00"",""next_day"":true}],""thu"":[{""from"":""12:00"",""to"":""00:00"",""next_day"":true}],""fri"":[{""from"":""12:00"",""to"":""02:00"",""next_day"":true}]}}",greatlist,https://greatlist.ru/msk/restaurant/gvidon/,true,2026-05-24T00:00:00Z,2026-05-24T00:00:00Z
greatlist-msk-restaurant-mendeleev-bar,Mendeleev,"Легендарный коктейльный бар на Петровке, в канун 2025 года обретший новую красивую жизнь. За реинкарнацию отвечает команда GUYS, и дуэт Александра Глазунова и Константина Плесовских. Перезапуск начали с коктейльной карты, состоящей из классики и увлекательных твистов, которая по…",ул. Петровка 20/1,55.764331,37.617813,"Ср, Чт, Вс: 18:00 - 00:00 Пт, Сб: 18:00 - 03:00","{""timezone"":""Europe/Moscow"",""weekly"":{""wed"":[{""from"":""18:00"",""to"":""00:00"",""next_day"":true}],""fri"":[{""from"":""18:00"",""to"":""03:00"",""next_day"":true}]}}",greatlist,https://greatlist.ru/msk/restaurant/mendeleev-bar/,true,2026-05-24T00:00:00Z,2026-05-24T00:00:00Z
greatlist-msk-restaurant-km20,KM20,"Ресторан и винный бар над одноименным концепт-стором в Столешниковом пер., 2, стр. 1. Акцент на локальные продукты (у заведения есть собственная ферма в Подмосковье),качество и ЗОЖ.","Столешников пер., 2, стр. 1",55.76189219195502,37.61177077395083,Ежедневно 11:00–23:00,"{""timezone"":""Europe/Moscow"",""weekly"":{""mon"":[{""from"":""11:00"",""to"":""23:00"",""next_day"":false}],""tue"":[{""from"":""11:00"",""to"":""23:00"",""next_day"":false}],""wed"":[{""from"":""11:00"",""to"":""23:00"",""next_day"":false}],""thu"":[{""from"":""11:00"",""to"":""23:00"",""next_day"":false}],""fri"":[{""from"":""11:00"",""to"":""23:00"",""next_day"":false}],""sat"":[{""from"":""11:00"",""to"":""23:00"",""next_day"":false}],""sun"":[{""from"":""11:00"",""to"":""23:00"",""next_day"":false}]}}",greatlist,https://greatlist.ru/msk/restaurant/km20/,true,2026-05-24T00:00:00Z,2026-05-24T00:00:00Z
greatlist-msk-restaurant-salone-pasta-bar-msk,Salone Pasta & Bar,"Ода Италии, уже однажды пропетая в Петербурге и повторившаяся в Москве на Малой Дмитровке. Итальянское домашнее радушие, но в продуманных интерьерах, сервис, который легко спутать с любовью, и кухня, оказавшаяся в зоне ответственности Евгения Энгельке и Дениса Лукьяненко и не…","ул. Малая Дмитровка, 18Ас3",55.771163,37.60537,Пн-Чт 9:00-00:00 Пт 9:00-1:00 Сб 10:00-1:00 Вс 10:00-0:00,"{""timezone"":""Europe/Moscow"",""weekly"":{""mon"":[{""from"":""09:00"",""to"":""00:00"",""next_day"":true}],""tue"":[{""from"":""09:00"",""to"":""00:00"",""next_day"":true}],""wed"":[{""from"":""09:00"",""to"":""00:00"",""next_day"":true}],""thu"":[{""from"":""09:00"",""to"":""00:00"",""next_day"":true}],""fri"":[{""from"":""09:00"",""to"":""01:00"",""next_day"":true}],""sat"":[{""from"":""10:00"",""to"":""01:00"",""next_day"":true}],""sun"":[{""from"":""10:00"",""to"":""00:00"",""next_day"":true}]}}",greatlist,https://greatlist.ru/msk/restaurant/salone-pasta-bar-msk/,true,2026-05-24T00:00:00Z,2026-05-24T00:00:00Z
greatlist-msk-restaurant-marmo,Marmo,"Серьезный мясной ресторан Ильи Ниценко, совладельца компании Primebeef, в Рыбниковом пер., 1 Один из немногих в Москве проектов с собственным производством и редкими позициями в меню.","Рыбников пер., 1",55.767445,37.632536,Ежедневно 12:00-23:00,"{""timezone"":""Europe/Moscow"",""weekly"":{""mon"":[{""from"":""12:00"",""to"":""23:00"",""next_day"":false}],""tue"":[{""from"":""12:00"",""to"":""23:00"",""next_day"":false}],""wed"":[{""from"":""12:00"",""to"":""23:00"",""next_day"":false}],""thu"":[{""from"":""12:00"",""to"":""23:00"",""next_day"":false}],""fri"":[{""from"":""12:00"",""to"":""23:00"",""next_day"":false}],""sat"":[{""from"":""12:00"",""to"":""23:00"",""next_day"":false}],""sun"":[{""from"":""12:00"",""to"":""23:00"",""next_day"":false}]}}",greatlist,https://greatlist.ru/msk/restaurant/marmo/,true,2026-05-24T00:00:00Z,2026-05-24T00:00:00Z
greatlist-msk-restaurant-look-up-cafeshop,Look up Cafe&Shop,"Скандинавский простор в интерьере, хороший кофе и авторский шоколад, завтраки, канцелярские штучки и публика, близкая друг дружке по духу. Все это про пространство с кофейней и рестораном, открытое на тихой Садовнической улице. Удовлетворяет оно не только социальные и…","Садовническая ул., 9А",55.747637,37.628900,Ежедневно 08:00-23:00,"{""timezone"":""Europe/Moscow"",""weekly"":{""mon"":[{""from"":""08:00"",""to"":""23:00"",""next_day"":false}],""tue"":[{""from"":""08:00"",""to"":""23:00"",""next_day"":false}],""wed"":[{""from"":""08:00"",""to"":""23:00"",""next_day"":false}],""thu"":[{""from"":""08:00"",""to"":""23:00"",""next_day"":false}],""fri"":[{""from"":""08:00"",""to"":""23:00"",""next_day"":false}],""sat"":[{""from"":""08:00"",""to"":""23:00"",""next_day"":false}],""sun"":[{""from"":""08:00"",""to"":""23:00"",""next_day"":false}]}}",greatlist,https://greatlist.ru/msk/restaurant/look-up-cafeshop/,true,2026-05-24T00:00:00Z,2026-05-24T00:00:00Z
greatlist-msk-restaurant-folk,Folk,"Ресторан кавказской и ближневосточной кухни в спокойном современном сеттинге по адресу: Цветной б-р, 2 Без ковров и папах, но с удивительно точным попаданием в аутентичные вкусы и форматы.","Цветной бул., 2",55.767997,37.622998,Пн-Вс 08:00-00:00,"{""timezone"":""Europe/Moscow"",""weekly"":{""mon"":[{""from"":""08:00"",""to"":""00:00"",""next_day"":true}],""tue"":[{""from"":""08:00"",""to"":""00:00"",""next_day"":true}],""wed"":[{""from"":""08:00"",""to"":""00:00"",""next_day"":true}],""thu"":[{""from"":""08:00"",""to"":""00:00"",""next_day"":true}],""fri"":[{""from"":""08:00"",""to"":""00:00"",""next_day"":true}],""sat"":[{""from"":""08:00"",""to"":""00:00"",""next_day"":true}],""sun"":[{""from"":""08:00"",""to"":""00:00"",""next_day"":true}]}}",greatlist,https://greatlist.ru/msk/restaurant/folk/,true,2026-05-24T00:00:00Z,2026-05-24T00:00:00Z
greatlist-msk-restaurant-butler,Butler,"Ресторан-особняк на Патриарших, самое живописное итальянское заведение Москвы в Трехпрудном пер., 15 Лепнина, канделябры, белые скатерти и вдохновленная Сицилией кухня итальянца Джузеппе Дави.","Трёхпрудный пер., 15",55.766086,37.595600,Будни 12:00 - 00:00 Выходные и праздники 12:00 - 00:00,"{""timezone"":""Europe/Moscow"",""weekly"":{""mon"":[{""from"":""12:00"",""to"":""00:00"",""next_day"":true}],""tue"":[{""from"":""12:00"",""to"":""00:00"",""next_day"":true}],""wed"":[{""from"":""12:00"",""to"":""00:00"",""next_day"":true}],""thu"":[{""from"":""12:00"",""to"":""00:00"",""next_day"":true}],""fri"":[{""from"":""12:00"",""to"":""00:00"",""next_day"":true}],""sat"":[{""from"":""12:00"",""to"":""00:00"",""next_day"":true}],""sun"":[{""from"":""12:00"",""to"":""00:00"",""next_day"":true}]}}",greatlist,https://greatlist.ru/msk/restaurant/butler/,true,2026-05-24T00:00:00Z,2026-05-24T00:00:00Z
greatlist-msk-restaurant-mr-lee,Mr. Lee,"Реинкарнация знаменитого ресторана на Поварской ул., 52/55, стр. 3 Серьезный интерьер и серьезная еда шеф-повара Ли Чжана, в том числе с блюдами из эксклюзивно поставляемой в заведение дикой рыбы.","Поварская ул., 52/55с3",55.757870,37.585943,Ежедневно 12:00–00:00,"{""timezone"":""Europe/Moscow"",""weekly"":{""mon"":[{""from"":""12:00"",""to"":""00:00"",""next_day"":true}],""tue"":[{""from"":""12:00"",""to"":""00:00"",""next_day"":true}],""wed"":[{""from"":""12:00"",""to"":""00:00"",""next_day"":true}],""thu"":[{""from"":""12:00"",""to"":""00:00"",""next_day"":true}],""fri"":[{""from"":""12:00"",""to"":""00:00"",""next_day"":true}],""sat"":[{""from"":""12:00"",""to"":""00:00"",""next_day"":true}],""sun"":[{""from"":""12:00"",""to"":""00:00"",""next_day"":true}]}}",greatlist,https://greatlist.ru/msk/restaurant/mr-lee/,true,2026-05-24T00:00:00Z,2026-05-24T00:00:00Z
